"","deltadelta_a_glu_S16","deltadelta_a_noglu_S35","deltadelta_b_glu_S53","deltadelta_b_noglu_S36","deltadelta_c_glu_S43","deltadelta_d_glu_S44","deltadelta_d_noglu_S5","tbsP_a_glu_S33","tbsP_a_noglu_S24","tbsP_b_glu_S2","tbsP_b_noglu_S30","tbsP_c_glu_S51","tbsP_c_noglu_S15","tbsP_d_glu_S52","tbsP_d_noglu_S31","trmB_a_glu_S4","tbsP_e_noglu_S50","tbsP_e_glu_S3","trmB_a_noglu_S32","trmB_b_noglu_S25","trmB_c_glu_S34","trmB_c_noglu_S1","WT_a_glu_S39","WT_a_noglu_S37","WT_b_glu_S13","WT_b_noglu_S17","WT_c_glu_S18","WT_c_noglu_S6","WT_d_glu_S19","WT_d_noglu_s38","dpyrE2_4hpfe_2_S2","dpyrE2_4hpfe_4_S16","dtbsP_4hpfe_2_S38","dtbsP_4hpfe_5_S43","dtbsP_4hpfe_6_S49","dtrmB_4hmfe_1_S24","dtrmB_4hmfe_5_S30","dtrmB_4hmfe_6_S36","dtrmB_4hpfe_1_S21","dtrmB_4hpfe_5_S27","dtrmB_4hpfe_6_S33"
"HVO_RS15190",1512.03790836026,921.781193127682,1573.43339540754,1058.93800648592,1525.40550567903,1462.7059889191,942.725304214004,1262.16698798462,952.935408382577,1352.90891885902,1006.81605458136,1751.81527319202,1255.35205057619,1591.22159517153,946.240179210832,971.446645290284,1079.78405093627,1365.11056583255,719.692866382383,1081.73698318745,1420.56238616693,741.427795244112,1284.37153147399,997.091601265063,1296.18125299319,789.593681058341,967.614262871925,866.714695170026,1211.33385575123,779.578491425038,836.873784351255,941.15931666807,841.723229919501,742.930654168972,847.13081242376,949.404619497087,911.094202405865,867.334328335434,961.270916921037,861.518514148992,855.346459656706
"HVO_RS15195",428.385104250593,236.436077266719,486.620338832573,246.180459627495,505.810339448461,478.795801217119,210.972799934989,391.261835771785,240.981194706303,390.84035433705,233.259382001456,537.347592663509,359.538371973167,502.5789088632,211.880752596827,272.330231106481,249.517665824462,407.992046710501,127.345118448357,211.644192362763,376.374090590536,122.578188880772,369.910791049882,189.462264025776,336.156396058854,139.472388107171,247.824282361428,240.13748248017,309.619325833869,165.716113605779,331.827759879924,399.340520291996,262.472835136188,286.713529157443,292.982644046402,351.84673494379,363.710260441463,314.43507280287,387.060413450506,306.317693919642,325.846270345412
"HVO_RS15200",739.09889620255,486.451253565649,687.237241724367,561.146635915614,618.592374595752,597.229434921987,518.879048488756,477.65721575185,481.962389412605,583.835963550631,471.735427498152,876.68415045824,529.344446447241,664.539553912139,442.220813185045,393.252982978389,488.821158194121,642.404972156494,479.473665672981,638.495610629749,538.747868610789,463.924395416809,445.071947797069,442.821605330833,641.001212168464,391.422508558835,394.996381784256,391.484635303807,418.653174604489,395.580400220248,1519.31200750053,1464.91748649828,854.394332305386,851.124438756687,1120.22775664801,2292.8194256461,2460.4999118865,1491.98386893711,1076.11301761514,1078.49354734207,943.074301672778
"HVO_RS15205",7167.18274059476,37693.981372353,13922.9788597838,30375.2294321999,8084.99094384172,8530.25838658913,29619.8208485303,12718.9888136168,75700.2782940753,10329.6293152455,75854.0134090038,5567.60439219272,62267.7142381383,8927.87184615127,75414.2989309125,28479.8484597812,74575.1395611497,8995.29184496909,20150.4355229609,34488.0268612143,31233.2207167266,31059.9510825111,46527.7035228519,51313.810990887,18141.2204811586,52706.3155250804,51403.6618984077,96638.1840209485,56516.7983963051,69466.2347404786,26155.9579533024,26585.2422755194,11746.1119117154,12020.3294676951,14565.6122630671,29139.3068667084,32792.1170814023,19921.2556191886,4251.99333310648,14765.7891706514,11882.4228873555
"HVO_RS15210",199.964321553239,363.44059174445,168.286079698488,286.908844492338,174.299508863997,145.764472252146,219.525751283705,155.908904101955,185.249387461522,170.689584028091,257.852224193303,203.446631904392,292.828842715495,164.465191106396,211.880752596827,131.084327659463,231.278070369457,152.490069148259,388.788505565818,265.089695484673,175.696754678325,354.114767877785,170.217913809806,335.088161080882,226.270473972831,310.438541270801,192.000382580356,160.427981993055,238.310268621017,288.6667785391,104.348352163498,126.424385821084,161.104016049109,119.013163046486,137.874185433601,155.568597681759,161.851065896451,139.279965134157,148.869389788656,113.5928114952,130.025194416679
"HVO_RS15215",1671.24027205842,2099.96772680475,1510.42973995392,1738.64949611918,1797.67728749926,1719.81832191942,2088.82078494192,1589.8736017021,2182.17498789421,1580.8183066238,2021.0844855845,1460.62257485558,1957.96800158881,1698.91707564221,2222.34016644172,1809.77664776359,2228.14898078335,1748.76909087046,2300.89475378282,1879.85649647464,1582.93616418719,1905.06935218866,1943.87383822627,2006.81402013184,1777.07985825137,2110.83211033165,2127.22890832421,2091.61765202266,1937.30606402143,1942.26412720752,1304.35440204373,1304.37858386833,1144.01952969704,1159.47672483167,1113.59919004062,2570.51664206868,2713.27854289332,2393.08303730507,1338.40670438563,1178.04679786596,1206.257827721
"HVO_RS15220",12042.4667187716,6223.22120940882,14793.4240996035,5527.2943637688,15318.9901679357,13903.298794328,6114.40988640414,11376.3847477197,7125.03682198407,12668.8524781759,6141.5034091821,14432.2866434162,6464.75983533439,15301.9415623814,7075.53301096072,11810.7995378755,6611.48856053004,15565.3426965696,5286.75188709847,3904.37215473259,9773.23606473699,4357.48436722688,10182.1261169866,6958.83750927614,11943.3000047905,6305.50167523228,9397.02312981389,7683.39045834662,8699.704979968,6858.50883084565,3800.3669857946,3782.69789321815,6302.96835823592,6100.32622100396,4581.66523902428,2211.40034648556,2369.57234677613,2312.89154222783,6188.71320407128,5074.66312926873,5255.8376779272
"HVO_RS15225",23195.0922066313,4842.94573131121,17818.4285568438,3548.79993455665,21273.6537812175,19698.4488196303,4963.56276603805,25587.928229268,12399.1496794161,22114.9692306396,10463.8817338097,15133.4786610103,10645.801240497,18870.9196942588,11858.0989379474,18095.7341624784,11136.3674010076,23562.1490355732,3570.48699528311,2154.9226858754,12333.7456412102,2408.15066905349,9240.40103538949,8923.30114097869,14679.8139354488,15325.4659577116,11570.7719546223,14775.5180396622,8728.68866128677,13290.254121814,13611.1990562067,13720.0559660119,48899.5942646137,47100.3608905183,33299.2672088576,616.458742215566,612.851788843866,1563.73415400622,14005.0650698319,30131.4504918954,28007.1135636311
"HVO_RS15230",5262.13803102794,1008.04841050878,3771.92937255232,700.528219675299,4475.96581912838,3932.60399096936,809.679394345092,4966.2447733368,2197.87408852654,4241.05426678888,2392.95806903091,3176.71821038499,2105.24878046939,3659.97663863168,2149.30551308448,3599.23014395208,2514.87542133602,3496.72706435183,532.53413169313,304.28306444074,2149.99535819638,325.172695503158,1820.07899181914,1874.56192994915,2937.3806699554,3234.10973067865,2464.70975700069,2600.14408551008,1867.37718210947,2352.09967698526,2748.53559598654,2759.26238895223,12805.0540396786,12123.1135630534,8212.7940265496,119.220794485086,130.935693758927,398.847172884178,3490.63273961592,6777.27897797207,6983.76285192234
"HVO_RS15235",2888.71535289987,8113.11228647996,4590.97689344939,7894.971137245,3291.1848438437,4500.47808078501,10027.8602924054,8870.91872829787,7325.98531007792,7298.91937156486,10503.3793288451,3311.8316224131,8887.09546915842,4877.18602255617,9863.69109626897,2018.08895140848,9341.59120823512,5233.32939438599,242.148672201043,279.341829650515,1516.32128089683,220.470492500832,801.71900530333,382.639474404998,909.217387582734,397.421320950542,699.490380590107,910.100878979469,662.944202862712,550.605151657912,2253.92440673156,2436.17784740946,12792.3829372927,13113.086692031,19087.6204026249,883.978573743076,905.638548499243,898.988865865925,2033.13052339936,4183.78916945244,4765.50170380165
"HVO_RS15240",7949.3508752857,4890.07319265829,8554.40421876205,3964.22946017805,9956.71704229627,8630.47146126248,4242.26386896302,7251.25361625781,3679.86918821872,7256.24697555784,3765.68580592127,7362.12792780741,3885.61348987868,8760.90210898742,3638.89141012885,5387.66748256181,3809.88669864135,8723.56751962512,7288.57855967681,8634.65548437575,5083.54828109562,7551.3271775092,4769.78595710336,2943.72349047107,5923.20567115302,2363.53208233228,3641.24073571996,3191.40696254109,3397.99159080083,2508.90632211761,3178.45080690015,3116.46144730386,7407.16442329161,7497.82927192861,6244.10974415635,7577.79001044229,6945.04742312974,7128.60185186642,7029.47080544912,4761.96381672576,5542.51973308686
"HVO_RS15245",483.759839449952,214.869272921444,518.122166559384,197.306397789684,549.100413545401,422.109617563506,177.711322467761,278.054096487563,193.098937777689,402.478280520784,207.176064525255,482.991622307374,186.266867407785,540.981948410887,166.133771922512,267.249443212704,204.283469096051,440.43674227396,287.491252254625,308.558704690493,288.942056271938,275.800924981736,299.170878817235,193.920199649912,467.310561129267,144.721348949914,246.132649034729,133.1854944848,238.310268621017,143.442442422207,761.742970793536,762.559787492253,2957.79732836229,2915.8224946389,1923.61002946303,380.924977501128,343.706196117183,407.288382892309,1535.48142039157,1689.85261145669,1646.46360640879
"HVO_RS15250",11637.9235143985,1517.66400948232,11004.0858222548,1399.24628891216,12771.7110710736,10947.5192181039,1791.36814359213,13783.5387830263,4694.81604409901,13218.7444903573,4114.45702246018,11466.0036896956,4003.43811298314,13305.8183545875,4599.57800428946,9591.51138587342,4304.54452738107,15612.3875051366,1420.09101784835,941.353461653905,6114.41360001395,895.50176876786,4715.25727475736,3948.24498444303,10066.3775614179,6668.42982493051,4694.2824815902,7497.73795088296,3776.61968167939,6045.96530606892,5565.94110440099,5474.37657968122,26582.1626481029,25991.7535174553,16441.4966129569,519.046629648484,481.916095084939,751.267690723637,10558.3842452964,15543.0703189725,14630.1842247875
