date,filename,condition,plate,WT,strain,template_colony,area_label,area_in,notes
10/9/2022,HV301_glu3,HV301+glu,3,H53,HV301,2,2,0.007,
10/9/2022,HV301_glu3,HV301+glu,3,H53,HV301,3,6,0.005,
10/9/2022,HV301_glu3,HV301+glu,3,H53,H53,1,4,0.613,
10/9/2022,HV301_glu3,HV301+glu,3,H53,H53,2,5,0.524,
10/9/2022,HV301_glu3,HV301+glu,3,H53,H53,3,3,0.376,
10/9/2022,HV301_glu4,HV301+glu,4,H53,HV301,1,1,0.008,
10/9/2022,HV301_glu4,HV301+glu,4,H53,HV301,2,2,0.008,
10/9/2022,HV301_glu4,HV301+glu,4,H53,HV301,3,6,0.008,
10/9/2022,HV301_glu4,HV301+glu,4,H53,H53,1,4,0.764,
10/9/2022,HV301_glu4,HV301+glu,4,H53,H53,2,5,0.792,
10/9/2022,HV301_glu4,HV301+glu,4,H53,H53,3,3,0.485,
10/9/2022,HV301_glu5,HV301+glu,5,H53,HV301,1,2,0.007,
10/9/2022,HV301_glu5,HV301+glu,5,H53,HV301,2,1,0.007,
10/9/2022,HV301_glu5,HV301+glu,5,H53,HV301,3,6,0.006,
10/9/2022,HV301_glu5,HV301+glu,5,H53,H53,1,4,0.652,
10/9/2022,HV301_glu5,HV301+glu,5,H53,H53,2,5,0.564,
10/9/2022,HV301_glu5,HV301+glu,5,H53,H53,3,3,0.631,
10/9/2022,HV301_glu6,HV301+glu,6,H53,HV301,1,2,0.006,
10/9/2022,HV301_glu6,HV301+glu,6,H53,HV301,2,1,0.008,
10/9/2022,HV301_glu6,HV301+glu,6,H53,HV301,3,6,0.008,
10/9/2022,HV301_glu6,HV301+glu,6,H53,H53,1,3,0.822,
10/9/2022,HV301_glu6,HV301+glu,6,H53,H53,2,5,0.638,
10/9/2022,HV301_glu6,HV301+glu,6,H53,H53,3,4,0.556,
10/9/2022,HV301_noglu1,HV301+noglu,1,H53,HV301,1,1,0.005,
10/9/2022,HV301_noglu1,HV301+noglu,1,H53,HV301,2,3,0.006,
10/9/2022,HV301_noglu1,HV301+noglu,1,H53,HV301,3,6,0.006,
10/9/2022,HV301_noglu1,HV301+noglu,1,H53,H53,1,4,0.839,
10/9/2022,HV301_noglu1,HV301+noglu,1,H53,H53,2,5,0.588,
10/9/2022,HV301_noglu1,HV301+noglu,1,H53,H53,3,2,0.645,
10/9/2022,HV301_noglu2,HV301+noglu,2,H53,HV301,1,2,0.005,
10/9/2022,HV301_noglu2,HV301+noglu,2,H53,HV301,2,1,0.006,
10/9/2022,HV301_noglu2,HV301+noglu,2,H53,HV301,3,6,0.007,
10/9/2022,HV301_noglu2,HV301+noglu,2,H53,H53,1,3,0.718,
10/9/2022,HV301_noglu2,HV301+noglu,2,H53,H53,2,5,0.629,
10/9/2022,HV301_noglu2,HV301+noglu,2,H53,H53,3,4,0.519,
10/9/2022,HV301_noglu3,HV301+noglu,3,H53,HV301,1,2,0.007,
10/9/2022,HV301_noglu3,HV301+noglu,3,H53,HV301,2,1,0.008,
10/9/2022,HV301_noglu3,HV301+noglu,3,H53,HV301,3,6,0.008,
10/9/2022,HV301_noglu3,HV301+noglu,3,H53,H53,1,3,0.788,
10/9/2022,HV301_noglu3,HV301+noglu,3,H53,H53,2,5,0.633,
10/9/2022,HV301_noglu3,HV301+noglu,3,H53,H53,3,4,0.581,
10/9/2022,HV301_noglu4,HV301+noglu,4,H53,HV301,1,2,0.007,
10/9/2022,HV301_noglu4,HV301+noglu,4,H53,HV301,2,1,0.007,
10/9/2022,HV301_noglu4,HV301+noglu,4,H53,HV301,3,6,0.005,
10/9/2022,HV301_noglu4,HV301+noglu,4,H53,H53,1,4,0.705,
10/9/2022,HV301_noglu4,HV301+noglu,4,H53,H53,2,5,0.655,
10/9/2022,HV301_noglu4,HV301+noglu,4,H53,H53,3,3,0.747,
10/9/2022,HV301_noglu5,HV301+noglu,5,H53,HV301,1,1,0.007,
10/9/2022,HV301_noglu5,HV301+noglu,5,H53,HV301,2,2,0.007,
10/9/2022,HV301_noglu5,HV301+noglu,5,H53,HV301,3,6,0.005,
10/9/2022,HV301_noglu5,HV301+noglu,5,H53,H53,1,4,0.633,
10/9/2022,HV301_noglu5,HV301+noglu,5,H53,H53,2,5,0.662,
10/9/2022,HV301_noglu5,HV301+noglu,5,H53,H53,3,3,0.681,
10/9/2022,HV301_noglu6,HV301+noglu,6,H53,HV301,1,1,0.008,
10/9/2022,HV301_noglu6,HV301+noglu,6,H53,HV301,2,2,0.007,
10/9/2022,HV301_noglu6,HV301+noglu,6,H53,HV301,3,6,0.01,
10/9/2022,HV301_noglu6,HV301+noglu,6,H53,H53,1,3,0.636,
10/9/2022,HV301_noglu6,HV301+noglu,6,H53,H53,2,5,0.546,
10/9/2022,HV301_noglu6,HV301+noglu,6,H53,H53,3,4,0.444,
10/9/2022,HV302_glu1,HV302+glu,1,H53,HV302,1,2,0.005,
10/9/2022,HV302_glu1,HV302+glu,1,H53,HV302,2,1,0.005,
10/9/2022,HV302_glu1,HV302+glu,1,H53,HV302,3,6,0.004,
10/9/2022,HV302_glu1,HV302+glu,1,H53,H53,1,3,0.761,
10/9/2022,HV302_glu1,HV302+glu,1,H53,H53,2,5,0.707,
10/9/2022,HV302_glu1,HV302+glu,1,H53,H53,3,4,0.541,
10/9/2022,HV302_glu2,HV302+glu,2,H53,HV302,1,2,0.006,
10/9/2022,HV302_glu2,HV302+glu,2,H53,HV302,2,1,0.008,
10/9/2022,HV302_glu2,HV302+glu,2,H53,HV302,3,6,0.402,double stabbed
10/9/2022,HV302_glu2,HV302+glu,2,H53,H53,1,3,0.88,
10/9/2022,HV302_glu2,HV302+glu,2,H53,H53,2,5,0.662,
10/9/2022,HV302_glu2,HV302+glu,2,H53,H53,3,4,0.549,
10/9/2022,HV302_glu3,HV302+glu,3,H53,HV302,1,2,0.004,
10/9/2022,HV302_glu3,HV302+glu,3,H53,HV302,2,1,0.006,
10/9/2022,HV302_glu3,HV302+glu,3,H53,HV302,3,6,0.007,
10/9/2022,HV302_glu3,HV302+glu,3,H53,H53,1,3,0.906,
10/9/2022,HV302_glu3,HV302+glu,3,H53,H53,2,5,0.873,
10/9/2022,HV302_glu3,HV302+glu,3,H53,H53,3,4,0.594,
10/9/2022,HV302_glu4,HV302+glu,4,H53,HV302,1,2,0.005,
10/9/2022,HV302_glu4,HV302+glu,4,H53,HV302,2,1,0.005,
10/9/2022,HV302_glu4,HV302+glu,4,H53,HV302,3,6,0.005,
10/9/2022,HV302_glu4,HV302+glu,4,H53,H53,1,3,0.703,
10/9/2022,HV302_glu4,HV302+glu,4,H53,H53,2,5,0.645,
10/9/2022,HV302_glu4,HV302+glu,4,H53,H53,3,4,0.452,
10/9/2022,HV302_glu5,HV302+glu,5,H53,HV302,1,1,0.005,
10/9/2022,HV302_glu5,HV302+glu,5,H53,HV302,2,2,0.006,
10/9/2022,HV302_glu5,HV302+glu,5,H53,HV302,3,6,0.004,
10/9/2022,HV302_glu5,HV302+glu,5,H53,H53,1,4,0.586,
10/9/2022,HV302_glu5,HV302+glu,5,H53,H53,2,5,0.689,
10/9/2022,HV302_glu5,HV302+glu,5,H53,H53,3,3,0.55,
10/9/2022,HV302_glu6,HV302+glu,6,H53,HV302,1,2,0.004,
10/9/2022,HV302_glu6,HV302+glu,6,H53,HV302,2,1,0.006,
10/9/2022,HV302_glu6,HV302+glu,6,H53,HV302,3,6,0.005,
10/9/2022,HV302_glu6,HV302+glu,6,H53,H53,1,3,0.869,
10/9/2022,HV302_glu6,HV302+glu,6,H53,H53,2,5,0.732,
10/9/2022,HV302_glu6,HV302+glu,6,H53,H53,3,4,0.567,
10/9/2022,HV302_noglu1,HV302+noglu,1,H53,HV302,1,2,0.005,
10/9/2022,HV302_noglu1,HV302+noglu,1,H53,HV302,2,1,0.007,
10/9/2022,HV302_noglu1,HV302+noglu,1,H53,HV302,3,6,0.006,
10/9/2022,HV302_noglu1,HV302+noglu,1,H53,H53,1,3,0.824,
10/9/2022,HV302_noglu1,HV302+noglu,1,H53,H53,2,5,0.732,
10/9/2022,HV302_noglu1,HV302+noglu,1,H53,H53,3,4,0.518,
10/9/2022,HV302_noglu2,HV302+noglu,2,H53,HV302,1,2,0.004,
10/9/2022,HV302_noglu2,HV302+noglu,2,H53,HV302,2,1,0.006,
10/9/2022,HV302_noglu2,HV302+noglu,2,H53,HV302,3,6,0.009,
10/9/2022,HV302_noglu2,HV302+noglu,2,H53,H53,1,4,0.818,
10/9/2022,HV302_noglu2,HV302+noglu,2,H53,H53,2,5,0.487,
10/9/2022,HV302_noglu2,HV302+noglu,2,H53,H53,3,3,0.488,
10/9/2022,HV302_noglu3,HV302+noglu,3,H53,HV302,1,2,0.003,
10/9/2022,HV302_noglu3,HV302+noglu,3,H53,HV302,2,1,0.005,
10/9/2022,HV302_noglu3,HV302+noglu,3,H53,HV302,3,6,0.004,
10/9/2022,HV302_noglu3,HV302+noglu,3,H53,H53,1,3,0.771,
10/9/2022,HV302_noglu3,HV302+noglu,3,H53,H53,2,5,0.594,
10/9/2022,HV302_noglu3,HV302+noglu,3,H53,H53,3,4,0.481,
10/9/2022,HV302_noglu4,HV302+noglu,4,H53,HV302,1,1,0.005,
10/9/2022,HV302_noglu4,HV302+noglu,4,H53,HV302,2,2,0.005,
10/9/2022,HV302_noglu4,HV302+noglu,4,H53,HV302,3,6,0.005,
10/9/2022,HV302_noglu4,HV302+noglu,4,H53,H53,1,4,0.451,
10/9/2022,HV302_noglu4,HV302+noglu,4,H53,H53,2,5,0.526,
10/9/2022,HV302_noglu4,HV302+noglu,4,H53,H53,3,3,0.649,
10/9/2022,HV302_noglu5,HV302+noglu,5,H53,HV302,1,2,0.006,
10/9/2022,HV302_noglu5,HV302+noglu,5,H53,HV302,2,1,0.007,
10/9/2022,HV302_noglu5,HV302+noglu,5,H53,HV302,3,6,0.005,
10/9/2022,HV302_noglu5,HV302+noglu,5,H53,H53,1,4,0.51,
10/9/2022,HV302_noglu5,HV302+noglu,5,H53,H53,2,5,0.508,
10/9/2022,HV302_noglu5,HV302+noglu,5,H53,H53,3,3,0.628,
10/9/2022,HV302_noglu6,HV302+noglu,6,H53,HV302,1,2,0.006,
10/9/2022,HV302_noglu6,HV302+noglu,6,H53,HV302,2,1,0.008,
10/9/2022,HV302_noglu6,HV302+noglu,6,H53,HV302,3,6,0.006,
10/9/2022,HV302_noglu6,HV302+noglu,6,H53,H53,1,4,0.25,
10/9/2022,HV302_noglu6,HV302+noglu,6,H53,H53,2,5,0.548,
10/9/2022,HV302_noglu6,HV302+noglu,6,H53,H53,3,3,0.536,
10/9/2022,HV313_glu1,HV313+glu,1,H53,HV313,1,1,0.526,
10/9/2022,HV313_glu1,HV313+glu,1,H53,HV313,2,2,0.416,
10/9/2022,HV313_glu1,HV313+glu,1,H53,HV313,3,6,0.377,
10/9/2022,HV313_glu1,HV313+glu,1,H53,H53,1,3,0.632,
10/9/2022,HV313_glu1,HV313+glu,1,H53,H53,2,5,0.313,
10/9/2022,HV313_glu1,HV313+glu,1,H53,H53,3,4,0.277,
10/9/2022,HV313_glu2,HV313+glu,2,H53,HV313,1,1,0.232,
10/9/2022,HV313_glu2,HV313+glu,2,H53,HV313,2,2,0.411,
10/9/2022,HV313_glu2,HV313+glu,2,H53,HV313,3,6,0.399,
10/9/2022,HV313_glu2,HV313+glu,2,H53,H53,1,4,0.443,
10/9/2022,HV313_glu2,HV313+glu,2,H53,H53,2,5,0.186,
10/9/2022,HV313_glu2,HV313+glu,2,H53,H53,3,3,0.202,
10/9/2022,HV313_glu3,HV313+glu,3,H53,HV313,1,1,0.386,
10/9/2022,HV313_glu3,HV313+glu,3,H53,HV313,2,2,0.487,
10/9/2022,HV313_glu3,HV313+glu,3,H53,HV313,3,6,0.351,
10/9/2022,HV313_glu3,HV313+glu,3,H53,H53,1,3,0.552,
10/9/2022,HV313_glu3,HV313+glu,3,H53,H53,2,5,0.207,
10/9/2022,HV313_glu3,HV313+glu,3,H53,H53,3,4,0.236,
10/9/2022,HV313_glu4,HV313+glu,4,H53,HV313,1,1,0.314,
10/9/2022,HV313_glu4,HV313+glu,4,H53,HV313,2,2,0.343,
10/9/2022,HV313_glu4,HV313+glu,4,H53,HV313,3,6,0.348,
10/9/2022,HV313_glu4,HV313+glu,4,H53,H53,1,3,0.525,
10/9/2022,HV313_glu4,HV313+glu,4,H53,H53,2,5,0.19,
10/9/2022,HV313_glu4,HV313+glu,4,H53,H53,3,4,0.168,
10/9/2022,HV313_glu5,HV313+glu,5,H53,HV313,1,1,0.317,
10/9/2022,HV313_glu5,HV313+glu,5,H53,HV313,2,2,0.433,
10/9/2022,HV313_glu5,HV313+glu,5,H53,HV313,3,5,0.402,
10/9/2022,HV313_glu5,HV313+glu,5,H53,H53,1,4,0.571,
10/9/2022,HV313_glu5,HV313+glu,5,H53,H53,2,6,0.165,
10/9/2022,HV313_glu5,HV313+glu,5,H53,H53,3,3,0.255,
10/9/2022,HV313_glu6,HV313+glu,6,H53,HV313,1,1,0.349,
10/9/2022,HV313_glu6,HV313+glu,6,H53,HV313,2,2,0.45,
10/9/2022,HV313_glu6,HV313+glu,6,H53,HV313,3,5,0.361,
10/9/2022,HV313_glu6,HV313+glu,6,H53,H53,1,3,0.536,
10/9/2022,HV313_glu6,HV313+glu,6,H53,H53,2,6,0.145,
10/9/2022,HV313_glu6,HV313+glu,6,H53,H53,3,4,0.191,
10/9/2022,HV313_noglu1,HV313+noglu,1,H53,HV313,1,2,0.29,
10/9/2022,HV313_noglu1,HV313+noglu,1,H53,HV313,2,1,0.429,
10/9/2022,HV313_noglu1,HV313+noglu,1,H53,HV313,3,5,0.346,
10/9/2022,HV313_noglu1,HV313+noglu,1,H53,H53,1,3,0.444,
10/9/2022,HV313_noglu1,HV313+noglu,1,H53,H53,2,6,0.047,
10/9/2022,HV313_noglu1,HV313+noglu,1,H53,H53,3,4,0.043,
10/9/2022,HV313_noglu2,HV313+noglu,2,H53,HV313,1,1,0.472,
10/9/2022,HV313_noglu2,HV313+noglu,2,H53,HV313,2,2,0.443,
10/9/2022,HV313_noglu2,HV313+noglu,2,H53,HV313,3,5,0.357,
10/9/2022,HV313_noglu2,HV313+noglu,2,H53,H53,1,3,0.449,
10/9/2022,HV313_noglu2,HV313+noglu,2,H53,H53,2,6,0.073,
10/9/2022,HV313_noglu2,HV313+noglu,2,H53,H53,3,4,0.084,
10/9/2022,HV313_noglu3,HV313+noglu,3,H53,HV313,1,1,0.438,
10/9/2022,HV313_noglu3,HV313+noglu,3,H53,HV313,2,2,0.545,
10/9/2022,HV313_noglu3,HV313+noglu,3,H53,HV313,3,5,0.393,
10/9/2022,HV313_noglu3,HV313+noglu,3,H53,H53,1,3,0.453,
10/9/2022,HV313_noglu3,HV313+noglu,3,H53,H53,2,6,0.058,
10/9/2022,HV313_noglu3,HV313+noglu,3,H53,H53,3,4,0.078,
10/9/2022,HV313_noglu4,HV313+noglu,4,H53,HV313,1,2,0.301,
10/9/2022,HV313_noglu4,HV313+noglu,4,H53,HV313,2,1,0.396,
10/9/2022,HV313_noglu4,HV313+noglu,4,H53,HV313,3,5,0.375,
10/9/2022,HV313_noglu4,HV313+noglu,4,H53,H53,1,3,0.44,
10/9/2022,HV313_noglu4,HV313+noglu,4,H53,H53,2,6,0.022,
10/9/2022,HV313_noglu4,HV313+noglu,4,H53,H53,3,4,0.029,
10/9/2022,HV313_noglu5,HV313+noglu,5,H53,HV313,1,1,0.375,
10/9/2022,HV313_noglu5,HV313+noglu,5,H53,HV313,2,2,0.41,
10/9/2022,HV313_noglu5,HV313+noglu,5,H53,HV313,3,5,0.378,
10/9/2022,HV313_noglu5,HV313+noglu,5,H53,H53,1,3,0.447,
10/9/2022,HV313_noglu5,HV313+noglu,5,H53,H53,2,6,0.37,
10/9/2022,HV313_noglu5,HV313+noglu,5,H53,H53,3,4,0.442,
10/9/2022,HV313_noglu6,HV313+noglu,6,H53,HV313,1,1,0.388,
10/9/2022,HV313_noglu6,HV313+noglu,6,H53,HV313,2,2,0.43,
10/9/2022,HV313_noglu6,HV313+noglu,6,H53,HV313,3,5,0.37,
10/9/2022,HV313_noglu6,HV313+noglu,6,H53,H53,1,3,0.4,
10/9/2022,HV313_noglu6,HV313+noglu,6,H53,H53,2,6,0.385,
10/9/2022,HV313_noglu6,HV313+noglu,6,H53,H53,3,4,0.427,
10/9/2022,HV314_glu1,HV314+glu,1,H53,HV314,1,2,0.006,
10/9/2022,HV314_glu1,HV314+glu,1,H53,HV314,2,1,0.005,
10/9/2022,HV314_glu1,HV314+glu,1,H53,HV314,3,6,0.013,
10/9/2022,HV314_glu1,HV314+glu,1,H53,H53,1,4,0.607,
10/9/2022,HV314_glu1,HV314+glu,1,H53,H53,2,5,0.669,
10/9/2022,HV314_glu1,HV314+glu,1,H53,H53,3,3,0.789,
10/9/2022,HV314_glu2,HV314+glu,2,H53,HV314,1,1,0.006,
10/9/2022,HV314_glu2,HV314+glu,2,H53,HV314,2,2,0.005,
10/9/2022,HV314_glu2,HV314+glu,2,H53,HV314,3,6,0.007,
10/9/2022,HV314_glu2,HV314+glu,2,H53,H53,1,3,0.644,
10/9/2022,HV314_glu2,HV314+glu,2,H53,H53,2,4,0.792,
10/9/2022,HV314_glu2,HV314+glu,2,H53,H53,3,5,0.753,
10/9/2022,HV314_glu3,HV314+glu,3,H53,HV314,1,1,0.022,
10/9/2022,HV314_glu3,HV314+glu,3,H53,HV314,2,2,0.004,
10/9/2022,HV314_glu3,HV314+glu,3,H53,HV314,3,6,0.006,
10/9/2022,HV314_glu3,HV314+glu,3,H53,H53,1,4,0.339,
10/9/2022,HV314_glu3,HV314+glu,3,H53,H53,2,5,0.548,
10/9/2022,HV314_glu3,HV314+glu,3,H53,H53,3,3,0.699,
10/9/2022,HV314_glu4,HV314+glu,4,H53,HV314,1,2,0.005,
10/9/2022,HV314_glu4,HV314+glu,4,H53,HV314,2,1,0.005,
10/9/2022,HV314_glu4,HV314+glu,4,H53,HV314,3,6,0.005,
10/9/2022,HV314_glu4,HV314+glu,4,H53,H53,1,4,0.465,
10/9/2022,HV314_glu4,HV314+glu,4,H53,H53,2,5,0.62,
10/9/2022,HV314_glu4,HV314+glu,4,H53,H53,3,3,0.643,
10/9/2022,HV314_glu5,HV314+glu,5,H53,HV314,1,2,0.005,
10/9/2022,HV314_glu5,HV314+glu,5,H53,HV314,2,1,0.005,
10/9/2022,HV314_glu5,HV314+glu,5,H53,HV314,3,6,0.012,
10/9/2022,HV314_glu5,HV314+glu,5,H53,H53,1,4,0.464,
10/9/2022,HV314_glu5,HV314+glu,5,H53,H53,2,5,0.707,
10/9/2022,HV314_glu5,HV314+glu,5,H53,H53,3,3,0.662,
10/9/2022,HV314_glu6,HV314+glu,6,H53,HV314,1,1,0.005,
10/9/2022,HV314_glu6,HV314+glu,6,H53,HV314,2,3,0.006,
10/9/2022,HV314_glu6,HV314+glu,6,H53,HV314,3,6,0.013,
10/9/2022,HV314_glu6,HV314+glu,6,H53,H53,1,4,0.374,
10/9/2022,HV314_glu6,HV314+glu,6,H53,H53,2,5,0.69,
10/9/2022,HV314_glu6,HV314+glu,6,H53,H53,3,2,0.691,
10/9/2022,HV314_noglu1,HV314+noglu,1,H53,HV314,1,1,0.006,bad
10/9/2022,HV314_noglu1,HV314+noglu,1,H53,HV314,2,2,0.005,bad
10/9/2022,HV314_noglu1,HV314+noglu,1,H53,HV314,3,7,0.008,bad
10/9/2022,HV314_noglu1,HV314+noglu,1,H53,H53,1,3,0.685,bad
10/9/2022,HV314_noglu1,HV314+noglu,1,H53,H53,2,5+6,0.21,bad
10/9/2022,HV314_noglu1,HV314+noglu,1,H53,H53,3,4,0.286,bad
10/9/2022,HV314_noglu2,HV314+noglu,2,H53,HV314,1,2,0.006,
10/9/2022,HV314_noglu2,HV314+noglu,2,H53,HV314,2,1,0.005,
10/9/2022,HV314_noglu2,HV314+noglu,2,H53,HV314,3,6,0.005,
10/9/2022,HV314_noglu2,HV314+noglu,2,H53,H53,1,3,0.785,
10/9/2022,HV314_noglu2,HV314+noglu,2,H53,H53,2,5+7,0.161,
10/9/2022,HV314_noglu2,HV314+noglu,2,H53,H53,3,4,0.267,
10/9/2022,HV314_noglu3,HV314+noglu,3,H53,HV314,1,1,0.005,
10/9/2022,HV314_noglu3,HV314+noglu,3,H53,HV314,2,3,0.006,
10/9/2022,HV314_noglu3,HV314+noglu,3,H53,HV314,3,6,0.005,
10/9/2022,HV314_noglu3,HV314+noglu,3,H53,H53,1,2,0.785,
10/9/2022,HV314_noglu3,HV314+noglu,3,H53,H53,2,5,0.12,
10/9/2022,HV314_noglu3,HV314+noglu,3,H53,H53,3,4,0.285,
10/9/2022,HV314_noglu4,HV314+noglu,4,H53,HV314,1,1,0.006,
10/9/2022,HV314_noglu4,HV314+noglu,4,H53,HV314,2,2,0.008,
10/9/2022,HV314_noglu4,HV314+noglu,4,H53,HV314,3,6,0.005,
10/9/2022,HV314_noglu4,HV314+noglu,4,H53,H53,1,4,0.862,
10/9/2022,HV314_noglu4,HV314+noglu,4,H53,H53,2,5,0.439,
10/9/2022,HV314_noglu4,HV314+noglu,4,H53,H53,3,3,0.612,
10/9/2022,HV314_noglu5,HV314+noglu,5,H53,HV314,1,1,0.005,
10/9/2022,HV314_noglu5,HV314+noglu,5,H53,HV314,2,3,0.006,
10/9/2022,HV314_noglu5,HV314+noglu,5,H53,HV314,3,6,0.005,
10/9/2022,HV314_noglu5,HV314+noglu,5,H53,H53,1,2,0.797,
10/9/2022,HV314_noglu5,HV314+noglu,5,H53,H53,2,5,0.278,
10/9/2022,HV314_noglu5,HV314+noglu,5,H53,H53,3,4,0.375,
10/9/2022,HV314_noglu6,HV314+noglu,6,H53,HV314,1,1,0.006,
10/9/2022,HV314_noglu6,HV314+noglu,6,H53,HV314,2,2,0.006,
10/9/2022,HV314_noglu6,HV314+noglu,6,H53,HV314,3,6,0.006,
10/9/2022,HV314_noglu6,HV314+noglu,6,H53,H53,1,3,0.838,
10/9/2022,HV314_noglu6,HV314+noglu,6,H53,H53,2,5,0.269,
10/9/2022,HV314_noglu6,HV314+noglu,6,H53,H53,3,4,0.385,
